lecture_file,source_folder,version,model_name,prompt_id,precision,recall,f1,claim_recall,context_precision,context_utilization,hallucination,faithfulness,version_label
5._Рекуррентные_НС.tex,2-file,version_2,deepseek-r1_1.5b,prompt8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,deepseek-r1_1.5b,prompt11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,granite3.2_2b,prompt14,19.7,18.9,4.0,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,granite3.2_2b,prompt13,14.2,24.2,10.5,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,granite3.2_2b,prompt4,10.8,22.6,3.9,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,granite3.2_2b,prompt3,10.7,26.1,3.4,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,granite3.2_2b,prompt2,11.1,18.9,1.5,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,granite3.2_2b,prompt5,14.5,21.7,3.0,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,granite3.2_2b,prompt12,7.9,15.9,3.3,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,granite3.2_2b,prompt15,8.8,12.4,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,granite3.2_2b,prompt10,15.5,15.9,5.3,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,granite3.2_2b,prompt9,9.4,20.9,2.3,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,granite3.2_2b,prompt7,19.8,12.0,2.5,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,granite3.2_2b,prompt6,9.6,19.8,3.7,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,granite3.2_2b,prompt1,7.3,15.3,1.9,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,granite3.2_2b,prompt8,9.3,23.7,8.9,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,granite3.2_2b,prompt11,10.0,25.6,10.5,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,mistral_7b,prompt14,65.1,77.1,68.8,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,mistral_7b,prompt13,51.6,72.2,54.5,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,mistral_7b,prompt4,59.0,74.2,61.0,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,mistral_7b,prompt3,57.4,71.9,58.7,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,mistral_7b,prompt2,54.1,69.6,57.1,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,mistral_7b,prompt5,57.7,73.2,61.9,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,mistral_7b,prompt12,61.4,78.2,63.9,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,mistral_7b,prompt15,51.7,76.0,57.2,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,mistral_7b,prompt10,60.2,71.0,61.1,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,mistral_7b,prompt9,51.0,70.9,56.0,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,mistral_7b,prompt7,43.1,70.4,49.5,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,mistral_7b,prompt6,58.3,69.0,58.6,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,mistral_7b,prompt1,53.9,77.2,55.2,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,mistral_7b,prompt8,62.9,67.0,58.8,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,mistral_7b,prompt11,55.7,70.2,56.3,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_3,gemma3_4b,prompt14,45.0,52.5,46.3,67.6,100.0,56.7,19.8,65.1,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,gemma3_4b,prompt13,42.0,57.0,46.0,67.6,100.0,59.8,26.8,64.9,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,gemma3_4b,prompt4,45.4,52.7,44.7,67.6,100.0,56.3,21.4,67.6,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,gemma3_4b,prompt3,41.8,56.7,45.3,67.6,100.0,60.8,22.9,64.5,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,gemma3_4b,prompt2,38.6,60.1,43.1,67.6,100.0,68.1,23.4,67.4,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,gemma3_4b,prompt5,49.5,60.7,51.7,67.6,100.0,66.0,21.9,69.2,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,gemma3_4b,prompt12,45.9,59.6,48.8,67.6,100.0,65.1,24.5,62.3,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,gemma3_4b,prompt15,42.2,55.8,45.5,67.6,100.0,59.3,24.1,65.8,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,gemma3_4b,prompt10,37.9,56.8,41.2,67.6,100.0,62.5,29.2,62.6,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,gemma3_4b,prompt9,45.5,64.0,50.5,67.6,100.0,66.0,23.3,65.3,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,gemma3_4b,prompt7,43.7,57.8,48.7,67.6,100.0,64.0,25.9,64.7,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,gemma3_4b,prompt6,42.5,64.4,49.4,67.6,100.0,65.4,24.8,67.6,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,gemma3_4b,prompt1,42.9,54.6,46.2,67.6,100.0,58.9,23.2,66.2,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,gemma3_4b,prompt8,37.6,52.5,41.4,67.6,100.0,57.1,28.2,65.0,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,gemma3_4b,prompt11,43.8,53.4,45.4,67.6,100.0,59.6,22.6,66.3,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,phi4-mini_3.8b,prompt14,54.2,34.6,26.6,66.9,100.0,37.1,9.5,52.9,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,phi4-mini_3.8b,prompt13,54.8,25.7,20.0,66.9,100.0,26.1,6.1,52.6,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,phi4-mini_3.8b,prompt4,62.8,38.6,33.1,67.6,100.0,38.6,8.7,58.9,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,phi4-mini_3.8b,prompt3,42.8,43.4,34.7,67.6,100.0,45.4,13.3,41.5,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,phi4-mini_3.8b,prompt2,58.2,40.5,24.7,66.9,100.0,42.2,5.5,57.5,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,phi4-mini_3.8b,prompt5,57.1,30.2,23.3,66.9,100.0,31.7,9.5,48.0,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,phi4-mini_3.8b,prompt12,53.6,27.1,19.0,67.6,100.0,27.6,20.0,55.7,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,phi4-mini_3.8b,prompt15,43.6,30.5,18.9,67.6,100.0,34.7,11.2,45.8,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,phi4-mini_3.8b,prompt10,72.4,29.8,24.6,67.6,100.0,31.4,7.3,63.4,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,phi4-mini_3.8b,prompt9,62.0,36.2,28.8,66.9,100.0,37.2,6.7,60.2,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,phi4-mini_3.8b,prompt7,61.0,42.3,32.9,67.6,100.0,42.9,5.6,53.5,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,phi4-mini_3.8b,prompt6,0.0,16.6,0.0,65.6,100.0,14.4,21.1,52.3,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,phi4-mini_3.8b,prompt1,56.9,37.2,30.4,67.6,100.0,36.6,8.9,51.8,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,phi4-mini_3.8b,prompt8,61.0,38.5,28.7,67.6,100.0,39.0,6.1,53.1,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,phi4-mini_3.8b,prompt11,63.3,36.2,29.4,67.6,100.0,37.0,11.1,54.8,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,llama3.2_1b,prompt14,43.0,36.0,31.3,67.6,100.0,37.1,29.4,57.7,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,llama3.2_1b,prompt13,40.9,32.4,30.3,67.6,100.0,33.5,25.8,63.1,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,llama3.2_1b,prompt4,31.9,36.6,23.6,67.6,100.0,34.8,31.2,50.2,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,llama3.2_1b,prompt3,32.0,29.7,25.3,67.6,100.0,26.4,30.5,51.5,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,llama3.2_1b,prompt2,39.7,35.7,32.9,67.6,100.0,30.3,37.1,50.8,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,llama3.2_1b,prompt5,28.9,22.6,19.1,67.6,100.0,19.9,29.5,62.2,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,llama3.2_1b,prompt12,23.0,26.5,18.7,67.6,100.0,19.3,39.6,52.0,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,llama3.2_1b,prompt15,28.0,24.8,16.7,67.6,100.0,28.8,34.4,59.7,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,llama3.2_1b,prompt10,27.7,22.9,21.4,67.6,100.0,24.5,33.9,55.7,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,llama3.2_1b,prompt9,21.0,21.4,16.0,67.6,100.0,22.5,34.2,57.4,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,llama3.2_1b,prompt7,37.3,28.5,24.6,67.6,100.0,29.5,33.5,60.0,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,llama3.2_1b,prompt6,29.6,26.5,24.6,65.9,100.0,28.1,36.0,58.5,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,llama3.2_1b,prompt1,32.5,34.7,25.0,67.6,100.0,38.6,36.5,55.3,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,llama3.2_1b,prompt8,27.8,27.7,18.8,67.6,100.0,23.9,39.9,45.8,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,llama3.2_1b,prompt11,31.5,23.1,19.9,67.6,100.0,25.3,32.4,62.5,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,deepseek-r1_1.5b,prompt14,40.8,53.7,39.7,67.6,100.0,54.8,21.4,59.6,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,deepseek-r1_1.5b,prompt13,28.9,45.5,27.9,67.6,100.0,46.6,30.6,52.1,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,deepseek-r1_1.5b,prompt4,26.3,37.0,27.0,67.6,100.0,35.5,30.8,61.8,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,deepseek-r1_1.5b,prompt3,27.0,42.2,29.1,67.6,100.0,44.7,29.3,61.8,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,deepseek-r1_1.5b,prompt2,33.0,45.4,30.7,67.6,100.0,44.5,30.3,60.1,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,deepseek-r1_1.5b,prompt5,26.1,44.5,30.7,67.6,100.0,41.9,35.1,57.5,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,deepseek-r1_1.5b,prompt12,24.7,37.1,25.5,67.6,100.0,40.7,29.8,64.1,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,deepseek-r1_1.5b,prompt15,25.6,37.4,27.0,67.6,100.0,32.0,34.4,57.4,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,deepseek-r1_1.5b,prompt10,23.7,38.9,26.4,67.6,100.0,40.5,40.2,52.8,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,deepseek-r1_1.5b,prompt9,33.0,51.6,35.9,67.6,100.0,52.2,27.1,64.2,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,deepseek-r1_1.5b,prompt7,37.0,51.7,41.3,67.6,100.0,53.3,23.5,65.3,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,deepseek-r1_1.5b,prompt6,32.0,47.6,34.4,67.6,100.0,48.5,27.0,57.9,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,deepseek-r1_1.5b,prompt1,28.7,43.8,26.5,65.3,100.0,43.1,33.3,57.0,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,deepseek-r1_1.5b,prompt8,28.7,43.3,31.9,67.6,100.0,45.8,29.4,64.6,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,deepseek-r1_1.5b,prompt11,39.6,46.4,38.7,67.6,100.0,46.0,26.6,60.1,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,granite3.2_2b,prompt14,31.3,49.8,34.5,67.6,100.0,49.1,30.1,60.5,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,granite3.2_2b,prompt13,21.6,53.1,27.6,67.6,100.0,58.1,36.0,58.3,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,granite3.2_2b,prompt4,24.8,58.0,32.4,67.6,100.0,56.2,35.6,57.6,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,granite3.2_2b,prompt3,30.9,46.3,33.8,67.6,100.0,50.1,35.2,54.8,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,granite3.2_2b,prompt2,31.0,54.1,36.1,67.6,100.0,56.1,33.1,57.3,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,granite3.2_2b,prompt5,26.8,45.0,29.2,67.6,100.0,50.3,33.4,59.3,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,granite3.2_2b,prompt12,25.8,53.1,32.9,67.6,100.0,52.0,31.8,58.5,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,granite3.2_2b,prompt15,28.9,57.0,35.6,67.6,100.0,60.4,31.0,61.5,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,granite3.2_2b,prompt10,28.9,43.1,30.7,67.6,100.0,48.4,31.3,59.7,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,granite3.2_2b,prompt9,25.2,46.9,28.4,67.6,100.0,51.1,35.8,54.9,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,granite3.2_2b,prompt7,24.0,49.7,29.6,67.6,100.0,53.3,38.5,52.8,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,granite3.2_2b,prompt6,30.6,48.4,33.5,67.6,100.0,51.6,36.3,55.2,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,granite3.2_2b,prompt1,32.6,57.0,38.4,67.6,100.0,57.5,30.2,60.3,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,granite3.2_2b,prompt8,30.1,53.3,34.7,67.6,100.0,56.1,33.1,56.7,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,granite3.2_2b,prompt11,25.8,47.7,28.9,67.6,100.0,48.3,36.1,56.0,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,mistral_7b,prompt14,31.8,51.6,34.8,67.6,100.0,53.6,29.3,61.5,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,mistral_7b,prompt13,31.8,46.1,34.4,67.6,100.0,46.0,26.0,67.4,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,mistral_7b,prompt4,31.3,53.7,36.1,67.6,100.0,56.7,31.3,60.0,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,mistral_7b,prompt3,33.7,52.6,38.8,67.6,100.0,57.6,28.9,59.9,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,mistral_7b,prompt2,40.1,46.1,40.9,67.6,100.0,47.4,24.0,62.8,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,mistral_7b,prompt5,32.0,53.6,36.1,67.6,100.0,54.9,24.0,70.3,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,mistral_7b,prompt12,41.3,50.6,42.0,67.6,100.0,55.1,24.8,64.6,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,mistral_7b,prompt15,32.3,44.4,32.8,67.6,100.0,48.1,28.2,61.0,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,mistral_7b,prompt10,29.2,49.7,33.9,67.6,100.0,51.5,26.3,66.1,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,mistral_7b,prompt9,33.2,49.7,37.5,67.6,100.0,55.9,25.8,66.1,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,mistral_7b,prompt7,40.2,51.7,42.8,67.6,100.0,51.8,31.5,59.7,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,mistral_7b,prompt6,30.2,54.6,36.8,67.6,100.0,55.7,26.3,66.1,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,mistral_7b,prompt1,34.2,50.4,38.3,67.6,100.0,56.1,24.5,67.5,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,mistral_7b,prompt8,29.6,49.2,34.4,63.3,100.0,50.7,27.9,65.2,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_3,mistral_7b,prompt11,39.1,50.5,41.4,67.6,100.0,52.9,21.7,68.7,v3_russian_v2
